scrape_id,host_id,host_listings_count,host_total_listings_count,neighbourhood_group_cleansed,latitude,longitude,accommodates,bathrooms,bedrooms,beds,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms
20250323161241,36461492,1.0,1.0,,55.68765,12.54556,4.0,1.0,2.0,2.0,4.0,30,4.0,4.0,30,30,4.0,30.0,,0,0,0,13,39.0,10.0,0.0,13,10.0,80.0,68000.0,4.9,4.92,4.9,4.95,4.92,4.9,4.79,,1.0,1.0,0.0,0.0
20250323161241,36586713,1.0,1.0,,55.64583,12.59668,4.0,1.0,2.0,4.0,5.0,1125,5.0,5.0,1125,1125,5.0,1125.0,,5,11,19,140,31.0,8.0,0.0,140,7.0,80.0,80000.0,4.74,4.84,4.13,4.87,4.97,4.68,4.61,,1.0,1.0,0.0,0.0
20250323161241,16850608,1.0,1.0,,55.67206,12.55693,4.0,1.0,1.0,3.0,20.0,44,20.0,20.0,44,44,20.0,44.0,,0,0,19,44,12.0,2.0,0.0,44,2.0,80.0,33280.0,4.92,5.0,4.92,4.92,5.0,4.91,4.75,,1.0,1.0,0.0,0.0
20250323161241,36600289,1.0,3.0,,55.66997,12.53453,4.0,,3.0,,4.0,30,7.0,7.0,30,30,7.0,30.0,,0,0,0,0,23.0,0.0,0.0,0,0.0,0.0,,4.96,4.91,4.91,4.91,4.96,4.96,4.87,,1.0,1.0,0.0,0.0
20250323161241,28644779,1.0,1.0,,55.67576829999999,12.5968138,4.0,,1.0,,2.0,14,2.0,2.0,14,14,2.0,14.0,,0,0,0,0,3.0,0.0,0.0,0,0.0,0.0,,5.0,4.67,5.0,5.0,5.0,5.0,4.33,,1.0,1.0,0.0,0.0
20250323161241,26854175,1.0,1.0,,55.66596,12.49808,5.0,,3.0,,3.0,1125,3.0,3.0,1125,1125,3.0,1125.0,,0,0,0,0,37.0,0.0,0.0,0,0.0,0.0,,4.81,4.86,4.65,4.92,4.95,4.89,4.89,,1.0,1.0,0.0,0.0
20250323161241,28114428,1.0,1.0,,55.67562,12.59628,2.0,,1.0,,2.0,1125,2.0,2.0,1125,1125,2.0,1125.0,,0,0,0,0,40.0,0.0,0.0,0,0.0,0.0,,4.48,4.85,4.38,4.87,4.95,4.92,4.59,,1.0,1.0,0.0,0.0
20250323161241,35976850,1.0,2.0,,55.67591,12.59928,2.0,1.0,1.0,1.0,2.0,1125,2.0,2.0,1125,1125,2.0,1125.0,,8,8,8,8,29.0,5.0,1.0,8,4.0,30.0,30000.0,4.86,4.79,4.83,4.97,5.0,5.0,4.76,,1.0,1.0,0.0,0.0
20250323161241,251991,1.0,1.0,,55.67295,12.59534,2.0,1.0,1.0,1.0,2.0,1125,2.0,2.0,1125,1125,2.0,1125.0,,0,0,0,82,15.0,0.0,0.0,0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,4.93,4.73,,1.0,1.0,0.0,0.0
20250323161241,36018997,1.0,2.0,,55.66072,12.63223,5.0,1.5,3.0,3.0,5.0,30,5.0,5.0,30,30,5.0,30.0,,0,0,0,6,15.0,0.0,0.0,6,0.0,0.0,0.0,4.87,4.93,4.87,4.73,4.87,4.87,4.67,,1.0,1.0,0.0,0.0
20250323161241,7999117,2.0,4.0,,55.66939,12.53301,1.0,1.0,1.0,1.0,7.0,730,7.0,7.0,730,730,7.0,730.0,,0,12,12,231,2.0,1.0,0.0,150,1.0,14.0,7742.0,5.0,4.5,5.0,5.0,5.0,5.0,4.5,,2.0,0.0,2.0,0.0
20250323161241,35892019,1.0,1.0,,55.67691,12.57206,2.0,1.0,1.0,1.0,3.0,14,3.0,3.0,14,14,3.0,14.0,,9,15,23,65,67.0,5.0,0.0,65,5.0,30.0,39390.0,4.93,4.97,4.93,4.98,4.97,4.95,4.91,,1.0,1.0,0.0,0.0
20250323161241,322405,1.0,1.0,,55.66538,12.55426,5.0,,3.0,,2.0,12,2.0,2.0,1125,1125,2.0,1125.0,,0,0,0,0,61.0,0.0,0.0,0,0.0,0.0,,4.89,4.95,4.97,4.97,4.97,4.9,4.82,,1.0,1.0,0.0,0.0
20250323161241,36635138,1.0,1.0,,55.66389,12.55011,3.0,,2.0,,5.0,14,5.0,5.0,14,14,5.0,14.0,,0,0,0,0,37.0,5.0,0.0,0,5.0,50.0,,4.81,4.84,4.78,4.97,4.95,4.89,4.78,,1.0,1.0,0.0,0.0
20250323161241,9706442,1.0,5.0,,55.66414,12.49889,2.0,1.0,1.0,0.0,2.0,1125,2.0,2.0,1125,1125,2.0,1125.0,,0,0,0,84,10.0,0.0,0.0,3,0.0,0.0,0.0,5.0,4.9,4.8,5.0,5.0,4.9,5.0,,1.0,1.0,0.0,0.0
20250323161241,3855380,1.0,1.0,,55.6734,12.56276,5.0,1.0,2.0,3.0,3.0,20,3.0,3.0,20,20,3.0,20.0,,23,43,47,162,59.0,18.0,1.0,162,16.0,108.0,247860.0,4.97,5.0,4.98,5.0,5.0,4.88,4.95,,1.0,1.0,0.0,0.0
20250323161241,5158801,1.0,2.0,,55.69446,12.55119,6.0,1.0,1.0,3.0,3.0,30,4.0,4.0,30,30,4.0,30.0,,9,9,17,45,8.0,3.0,0.0,45,3.0,18.0,12960.0,4.63,4.75,4.75,5.0,5.0,4.75,4.88,,1.0,1.0,0.0,0.0
20250323161241,33890705,1.0,2.0,,55.69835,12.48543,5.0,1.0,3.0,3.0,4.0,1125,2.0,4.0,1125,1125,4.0,1125.0,,0,0,0,108,9.0,0.0,0.0,27,0.0,0.0,0.0,4.89,5.0,4.67,5.0,5.0,4.67,4.89,,1.0,1.0,0.0,0.0
20250323161241,7297812,1.0,1.0,,55.69708,12.58559,4.0,1.0,1.0,1.0,4.0,30,4.0,4.0,30,30,4.0,30.0,,2,2,6,48,13.0,0.0,0.0,48,0.0,0.0,0.0,4.69,5.0,5.0,4.92,5.0,4.69,4.85,,1.0,1.0,0.0,0.0
20250323161241,36840347,1.0,2.0,,55.68646,12.48569,6.0,1.5,2.0,0.0,4.0,1125,1.0,4.0,1125,1125,4.0,1125.0,,0,0,1,196,10.0,1.0,0.0,115,1.0,8.0,10264.0,5.0,5.0,4.8,5.0,4.9,4.8,4.9,,1.0,1.0,0.0,0.0
